fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label
6.9,0.23,0.32,16.4,0.045,62.0,153.0,0.9972,3.22,0.42,10.5,bad
11.8,0.92,1.03,44.4,0.309,135.6,262.1,1.01087,3.06,1.48,12.4,good
13.2,1.32,0.98,57.5,0.324,224.6,365.1,1.00952,2.97,1.09,10.9,bad
13.0,1.03,1.35,51.3,0.227,164.6,179.7,1.01908,3.15,1.11,10.4,good
10.0,1.31,1.18,45.7,0.344,199.0,373.4,1.00416,3.4,1.5,11.3,good
11.1,0.78,0.77,42.8,0.356,145.0,252.3,1.02445,3.12,0.96,11.1,good
12.9,0.99,1.06,43.1,0.239,236.4,294.4,1.01524,3.22,1.18,10.7,bad
7.1,1.27,1.32,58.9,0.375,121.9,318.5,1.02848,3.02,0.94,12.5,good
14.3,1.13,1.12,48.3,0.312,220.1,355.6,1.0163,2.99,1.37,11.8,good
8.1,0.82,1.13,48.5,0.207,97.1,165.2,1.00766,3.22,1.21,12.5,bad
9.2,1.05,1.1,47.7,0.336,178.3,349.3,1.00621,3.21,0.94,11.7,good
8.4,1.04,1.27,33.3,0.3,119.6,353.9,1.01044,2.91,1.42,13.9,good
9.7,0.78,0.82,47.4,0.348,122.2,319.5,1.00601,3.27,1.46,12.9,good
11.1,1.13,1.1,44.1,0.119,154.1,234.8,1.01251,3.38,0.67,10.8,good
10.5,1.18,1.11,41.8,0.292,181.7,338.9,1.01481,2.97,0.83,12.4,good
8.5,0.71,0.93,25.8,0.217,234.6,379.2,1.0024,3.07,1.74,13.3,good
7.2,0.25,0.39,18.95,0.038,42.0,155.0,0.9999,2.97,0.47,9.0,bad
12.8,0.7,0.94,29.2,0.237,150.5,263.1,1.0263,3.12,1.24,10.7,bad
12.0,1.03,1.09,42.5,0.13,220.5,409.5,1.02827,3.01,1.32,11.8,bad
9.3,0.34,0.49,7.3,0.052,30.0,146.0,0.998,3.17,0.61,10.2,bad
12.3,1.15,1.15,48.6,0.202,246.5,317.9,1.01581,3.03,1.19,11.9,bad
4.9,0.335,0.14,1.3,0.036,69.0,168.0,0.99212,3.47,0.46,10.46666667,bad
9.0,1.16,1.14,44.4,0.3,177.2,386.0,1.02436,3.15,1.28,12.4,bad
11.9,0.83,0.83,53.7,0.268,138.8,330.4,1.00839,3.09,1.36,11.1,good
11.6,1.24,0.77,38.7,0.295,251.4,351.9,1.02115,3.17,0.62,10.9,good
10.5,0.44,1.03,20.2,0.122,128.7,158.2,1.02522,2.94,1.65,10.7,good
9.2,0.46,0.23,2.6,0.091,18.0,77.0,0.99922,3.15,0.51,9.4,bad
12.1,1.3,1.13,56.7,0.291,200.2,257.6,1.01418,3.31,0.61,12.0,good
11.9,0.51,0.69,47.9,0.357,147.2,258.6,1.02561,3.07,1.28,10.4,good
6.4,0.27,0.32,4.5,0.24,61.0,174.0,0.9948,3.12,0.48,9.4,bad
13.3,0.76,0.7,40.3,0.424,179.5,296.3,1.02079,3.09,1.23,9.6,bad
13.0,1.31,0.91,35.0,0.25,134.3,350.9,1.02946,3.08,1.2,12.7,good
7.3,0.2,0.29,19.9,0.039,69.0,237.0,1.00037,3.1,0.48,9.2,bad
6.7,0.26,0.3,1.8,0.043,25.0,121.0,0.9944,3.44,0.61,10.2,bad
13.7,0.69,1.25,29.5,0.139,231.1,360.6,1.00881,3.3,1.56,9.8,good
9.4,1.16,1.17,57.2,0.327,177.8,280.3,1.02377,3.19,0.97,11.9,bad
8.1,1.16,0.67,33.2,0.286,109.2,325.1,1.01989,3.03,1.24,12.6,good
8.0,0.89,0.89,40.9,0.324,142.3,255.3,1.00443,3.14,1.32,13.1,good
8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,bad
13.5,1.11,1.2,36.9,0.351,163.5,259.2,1.02217,3.02,1.45,12.0,good
8.8,1.39,0.94,53.4,0.34,243.6,306.3,1.00963,3.19,1.05,11.3,good
6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,good
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,bad
7.0,0.78,0.08,2.0,0.093,10.0,19.0,0.9956,3.4,0.47,10.0,bad
8.7,1.09,1.0,22.6,0.128,204.6,265.1,1.02199,2.88,1.32,13.2,good
11.7,1.46,0.59,50.0,0.25,244.7,380.2,1.00627,3.31,1.49,10.4,bad
10.5,0.81,1.11,52.3,0.149,170.2,219.6,1.0232,3.08,1.09,11.1,good
11.4,1.02,1.4,43.9,0.294,148.8,408.6,1.02477,3.24,1.09,11.7,bad
10.6,1.21,0.77,52.5,0.145,250.5,408.9,1.02003,3.11,1.22,11.8,good
10.3,0.93,0.97,40.0,0.33,245.0,317.8,1.02702,3.02,1.13,12.0,good
8.2,0.96,1.25,41.0,0.284,171.1,234.9,1.01443,3.09,1.37,11.7,good
10.3,1.22,0.46,33.3,0.219,194.6,266.0,1.01957,2.89,1.45,12.8,good
12.1,0.81,1.09,43.3,0.242,89.1,290.7,1.01938,3.13,0.89,11.7,bad
11.7,1.04,0.8,35.3,0.22,198.6,331.3,1.019,3.39,1.24,10.4,bad
10.6,1.31,0.99,37.7,0.354,144.7,240.5,1.02715,2.93,1.01,11.9,good
6.0,0.94,1.48,36.3,0.322,179.7,305.7,1.0157,3.17,1.5,13.4,bad
7.2,1.35,1.11,49.0,0.261,164.8,249.7,1.01181,3.23,1.05,11.2,bad
12.0,0.84,1.29,49.5,0.361,56.2,197.5,1.02733,3.36,0.91,10.8,bad
12.1,1.2,1.06,58.6,0.363,197.0,335.5,1.03024,2.93,1.32,12.6,good
9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,bad
6.6,0.725,0.2,7.8,0.073,29.0,79.0,0.9977,3.29,0.54,9.2,bad
6.7,0.16,0.37,1.3,0.036,45.0,125.0,0.98964,3.19,0.51,12.4,good
12.5,1.16,1.17,32.3,0.272,246.7,276.7,1.01713,3.26,1.08,10.9,bad
11.8,1.06,0.75,33.9,0.22,225.7,280.8,1.00855,3.12,1.28,10.7,good
10.2,0.92,1.16,44.1,0.201,222.2,283.1,1.0195,2.92,1.54,12.8,bad
6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95,9.5,good
11.0,0.9,0.95,31.1,0.073,203.3,154.3,1.02967,3.36,0.92,11.3,bad
5.4,0.59,0.07,7.0,0.045,36.0,147.0,0.9944,3.34,0.57,9.7,bad
11.4,0.66,0.45,52.1,0.324,164.9,324.8,1.01067,2.98,1.12,12.2,good
13.0,1.27,1.13,42.4,0.337,144.0,277.7,1.01412,3.04,1.22,11.0,good
9.4,0.73,0.86,56.3,0.315,128.6,275.1,1.01102,2.94,1.42,10.8,good
11.1,1.01,0.79,43.9,0.159,235.6,348.4,1.00204,3.08,1.71,12.3,bad
12.2,0.75,1.08,30.1,0.318,156.5,236.0,1.02172,3.11,1.38,11.3,good
11.7,1.26,0.66,38.7,0.323,185.9,265.2,1.02409,2.92,1.22,11.8,bad
7.8,1.1,0.95,41.7,0.292,159.1,171.1,1.01358,3.52,0.81,12.3,good
7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,bad
10.3,0.5,0.99,43.4,0.194,167.6,299.3,1.02433,2.94,1.1,12.8,bad
9.4,0.87,1.13,35.6,0.195,187.0,226.1,1.02245,3.29,1.2,11.8,bad
7.3,0.3,0.34,2.7,0.044,34.0,108.0,0.99105,3.36,0.53,12.8,good
10.0,0.52,1.21,49.7,0.223,113.6,184.9,1.01662,3.17,1.42,11.9,bad
9.8,0.89,0.95,31.9,0.199,236.3,341.1,1.02556,3.13,1.64,13.0,good
11.2,0.62,0.67,39.8,0.337,206.2,179.9,1.02051,2.93,1.13,13.0,bad
6.5,0.16,0.33,1.0,0.027,23.0,75.0,0.9908,3.3,0.39,11.4,good
6.6,0.23,0.2,11.4,0.044,45.0,131.0,0.99604,2.96,0.51,9.7,bad
10.6,0.56,1.3,51.7,0.27,106.0,203.2,1.02243,3.09,1.24,13.0,good
9.6,0.93,0.97,25.6,0.146,116.1,210.7,1.01103,3.09,0.99,11.9,good
8.6,0.94,1.36,36.5,0.236,143.1,292.2,1.01039,3.17,1.29,11.5,good
10.2,0.8,0.47,55.9,0.29,137.1,293.9,1.0186,3.0,1.06,10.6,bad
6.5,0.33,0.24,14.5,0.048,20.0,96.0,0.99456,3.06,0.3,11.5,good
9.8,1.0,0.93,30.1,0.355,149.0,353.6,1.0178,3.28,1.14,13.3,bad
9.6,0.38,0.42,1.9,0.071,5.0,13.0,0.99659,3.15,0.75,10.5,bad
10.8,0.86,1.22,28.0,0.342,128.1,228.8,1.02686,3.15,1.59,12.4,good
9.7,0.69,0.95,27.8,0.433,228.1,341.8,1.03099,3.09,1.12,11.8,good
7.9,0.83,0.81,55.6,0.386,173.7,294.4,1.02655,3.06,0.59,12.3,good
10.0,1.09,0.97,36.1,0.277,173.5,301.9,1.00856,3.01,1.62,13.2,good
13.6,0.99,0.52,39.1,0.213,239.4,301.0,1.0079,3.21,1.41,11.2,bad
10.0,1.36,0.86,37.9,0.234,185.5,351.1,1.01855,2.9,1.55,11.2,bad
7.2,0.4,0.24,8.5,0.055,45.0,151.0,0.99626,3.2,0.52,9.2,bad
7.7,0.69,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,bad
9.8,0.99,0.63,30.7,0.357,167.3,380.6,1.02624,2.94,1.62,13.2,good
8.4,1.25,1.0,51.5,0.305,211.3,281.6,1.01418,3.24,0.82,10.8,bad
6.6,0.24,0.3,13.0,0.052,18.0,143.0,0.99825,3.37,0.49,9.4,bad
10.0,1.24,1.11,45.5,0.3,163.8,293.7,1.01329,3.16,1.35,11.7,good
6.5,0.22,0.32,2.2,0.028,36.0,92.0,0.99076,3.27,0.59,11.9,good
10.9,0.98,1.05,28.6,0.239,205.6,290.4,1.01903,3.12,1.54,13.0,good
11.6,0.63,0.97,42.4,0.119,139.4,384.5,1.02278,3.06,0.79,12.3,good
6.8,0.63,0.04,1.3,0.058,25.0,133.0,0.99271,3.17,0.39,10.2,bad
7.8,0.19,0.32,7.4,0.015,47.0,124.0,0.99278,2.99,0.39,11.0,bad
5.8,0.58,0.0,1.5,0.02,33.0,96.0,0.98918,3.29,0.38,12.4,bad
11.2,0.87,1.11,27.3,0.143,240.8,343.9,1.02421,3.13,1.38,11.9,bad
13.6,0.75,0.76,48.4,0.433,109.0,300.7,1.0067,3.03,1.41,11.9,good
11.2,1.29,0.87,50.7,0.249,205.5,324.7,1.02476,2.91,1.55,12.9,good
10.7,0.66,1.01,41.5,0.184,182.4,317.5,1.01147,3.18,1.06,11.6,good
6.7,0.24,0.3,10.2,0.07,44.0,179.0,0.99666,2.86,0.46,8.9,bad
6.9,0.26,0.49,1.6,0.058,39.0,166.0,0.9965,3.65,0.52,9.4,bad
12.7,1.07,0.79,47.3,0.287,187.2,275.1,1.00872,3.28,0.91,10.3,bad
7.0,0.16,0.26,7.3,0.047,30.0,220.0,0.99622,3.38,0.58,10.1,bad
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,good
6.3,0.57,0.28,2.1,0.048,13.0,49.0,0.99374,3.41,0.6,12.8,bad
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.56666667,good
13.4,1.18,1.29,51.8,0.431,134.0,268.5,1.01097,2.92,0.88,10.2,good
12.0,0.33,1.08,29.4,0.297,155.9,300.1,1.00742,3.24,1.8,11.8,bad
9.9,1.34,1.18,50.4,0.232,253.0,257.1,1.01661,3.08,0.94,11.5,good
11.9,0.76,1.12,53.5,0.283,187.4,388.2,1.01321,3.16,1.44,11.4,bad
10.8,0.94,0.84,40.1,0.309,149.4,283.6,1.01882,3.34,1.23,10.8,bad
7.4,0.2,0.37,1.2,0.028,28.0,89.0,0.99132,3.14,0.61,11.8,bad
12.7,1.37,0.91,42.7,0.302,130.0,266.8,1.02009,3.01,0.98,12.8,good
10.1,1.09,1.16,33.0,0.202,198.3,302.9,1.01689,3.24,1.34,11.5,bad
6.6,0.24,0.24,8.6,0.034,25.0,135.0,0.99582,3.33,0.59,10.3,bad
8.9,0.37,1.38,29.2,0.275,124.5,277.4,1.02536,3.39,1.03,10.8,good
13.6,1.49,1.15,58.3,0.214,258.1,350.6,1.02003,3.12,1.21,10.0,good
9.0,1.1,1.11,34.6,0.092,159.8,253.7,1.00502,3.04,1.03,13.5,bad
6.5,0.61,0.0,2.2,0.095,48.0,59.0,0.99541,3.61,0.7,11.5,bad
8.1,0.24,0.26,11.0,0.043,41.0,211.0,0.99676,3.11,0.49,10.0,bad
6.3,0.2,0.4,1.5,0.037,35.0,107.0,0.9917,3.46,0.5,11.4,bad
7.0,0.24,0.3,12.3,0.035,72.0,172.0,0.9954,2.99,0.57,10.4,bad
10.5,0.82,1.1,49.3,0.085,156.9,292.6,1.01626,2.86,1.35,10.2,good
10.4,1.25,0.9,41.8,0.15,194.4,202.1,1.01962,3.04,1.32,11.4,good
10.9,1.04,0.67,37.6,0.257,217.3,245.7,1.02525,2.99,1.08,12.6,bad
5.6,0.21,0.24,4.4,0.027,37.0,150.0,0.991,3.3,0.31,11.5,good
5.7,0.14,0.3,5.4,0.045,26.0,105.0,0.99469,3.32,0.45,9.3,bad
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,bad
9.8,0.84,0.94,44.3,0.248,73.4,213.3,1.0083,3.06,1.39,11.4,bad
13.9,1.11,1.33,57.5,0.212,214.8,297.1,1.01059,3.09,1.45,11.1,bad
12.7,1.08,0.81,34.3,0.298,169.6,229.1,1.01666,3.11,1.42,13.0,good
8.8,0.63,0.99,44.5,0.216,191.4,303.2,1.01653,3.02,1.16,13.1,good
9.7,1.03,0.99,31.0,0.397,170.5,307.1,1.01951,3.15,1.53,10.9,bad
12.1,1.09,0.92,41.1,0.257,211.1,240.5,1.01008,2.98,1.16,11.5,bad
13.5,0.73,1.19,48.6,0.377,146.8,234.7,1.02198,3.02,1.03,11.7,good
13.4,1.25,1.1,51.9,0.196,215.7,308.7,1.00067,3.07,1.21,11.2,bad
11.4,0.74,1.21,51.0,0.33,234.5,261.2,1.02812,2.96,1.1,9.2,good
13.4,0.73,0.62,41.1,0.375,141.4,310.3,1.02942,3.04,1.26,11.1,bad
6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.99462,3.44,0.58,11.4,bad
10.8,1.18,1.06,44.1,0.344,226.5,337.5,1.01344,3.36,1.2,13.1,good
13.0,0.89,1.27,45.3,0.163,263.5,278.1,1.0181,2.96,1.32,11.4,good
10.8,0.32,1.31,40.8,0.293,62.2,295.4,1.02895,3.05,1.25,12.5,good
6.9,0.32,0.27,16.0,0.034,58.0,185.0,0.99938,3.34,0.6,9.0,bad
8.8,0.33,0.36,2.1,0.034,19.0,125.0,0.99166,2.96,0.98,12.7,bad
13.1,0.61,1.09,42.5,0.189,216.9,267.3,1.01695,3.17,1.01,11.2,bad
11.4,0.59,0.9,46.8,0.319,122.0,195.2,1.0175,3.39,1.23,12.0,bad
12.6,0.88,0.94,32.6,0.265,222.5,264.7,0.99332,3.13,1.4,12.8,bad
11.4,1.28,1.21,55.2,0.212,232.3,320.0,1.02593,2.99,1.55,10.0,good
7.0,0.26,0.26,10.8,0.039,37.0,184.0,0.99787,3.47,0.58,10.3,good
8.4,0.97,0.94,44.1,0.241,107.9,320.1,1.01698,3.03,0.96,12.6,bad
8.6,1.17,0.53,43.0,0.144,161.8,352.8,1.00729,3.21,1.14,11.4,bad
11.0,0.94,0.51,45.0,0.323,183.1,220.8,1.01097,3.29,1.45,12.0,bad
9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,bad
10.4,0.94,1.09,38.3,0.164,191.1,235.6,1.02144,2.95,1.43,10.8,bad
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,good
11.1,1.1,1.11,49.9,0.309,108.9,337.3,1.01386,3.35,1.46,11.1,bad
13.2,0.46,0.93,40.2,0.426,116.6,295.2,1.02481,3.14,0.85,11.1,good
10.8,0.75,0.8,31.9,0.163,218.9,288.3,1.01145,3.32,1.22,12.1,bad
10.3,0.89,1.21,46.8,0.352,170.9,150.8,1.02071,3.02,1.4,11.4,bad
9.9,0.42,0.7,31.4,0.259,50.3,291.3,1.02299,3.19,1.45,13.7,bad
8.5,0.16,0.35,1.6,0.039,24.0,147.0,0.9935,2.96,0.36,10.0,bad
13.0,1.02,1.34,49.6,0.257,228.2,268.4,1.02132,3.05,1.25,12.4,bad
13.5,1.16,0.82,35.9,0.114,198.1,316.5,1.00192,3.06,1.37,11.1,bad
9.9,1.17,0.91,61.6,0.364,168.9,379.5,1.01392,3.31,1.48,13.3,bad
7.5,0.29,0.67,8.1,0.037,53.0,166.0,0.9966,2.9,0.41,8.9,bad
13.9,0.99,1.27,57.1,0.234,149.0,363.6,1.02381,2.98,1.48,10.2,good
8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.99007,2.89,0.44,12.7,bad
5.6,0.18,0.27,1.7,0.03,31.0,103.0,0.98892,3.35,0.37,12.9,bad
14.1,1.19,0.71,37.9,0.081,200.3,376.1,1.01266,2.82,1.7,12.7,bad
13.2,0.8,1.4,51.6,0.264,204.5,253.3,1.01971,3.22,0.94,9.8,bad
9.3,1.25,0.79,30.1,0.349,178.3,292.7,1.01139,3.05,1.58,12.8,good
10.2,0.67,0.66,41.8,0.277,119.1,258.7,1.01425,3.02,1.19,12.9,bad
11.7,0.56,1.47,51.3,0.086,188.7,352.3,1.02696,3.08,1.18,9.7,good
11.2,0.67,1.46,38.0,0.359,112.0,236.6,1.02611,3.12,1.22,13.3,bad
6.9,0.13,0.28,13.3,0.05,47.0,132.0,0.99655,3.34,0.42,10.1,bad
7.1,0.43,0.3,6.6,0.025,15.0,138.0,0.99126,3.18,0.46,12.6,bad
6.9,0.2,0.3,4.7,0.041,40.0,148.0,0.9932,3.16,0.35,10.2,bad
11.6,1.01,1.31,54.6,0.223,224.3,389.3,1.02579,2.93,1.18,9.7,bad
8.3,0.43,0.3,3.4,0.079,7.0,34.0,0.99788,3.36,0.61,10.5,bad
10.7,0.45,1.03,52.9,0.413,123.3,304.2,1.01964,3.06,0.96,12.4,good
12.6,0.38,0.66,2.6,0.088,10.0,41.0,1.001,3.17,0.68,9.8,bad
11.9,1.5,0.71,38.0,0.176,227.4,276.3,1.01878,3.03,0.4,12.3,good
12.6,1.35,1.24,45.2,0.251,165.4,293.5,1.01678,3.25,1.38,11.8,bad
6.3,0.34,0.27,2.5,0.024,40.0,152.0,0.99095,3.35,0.6,11.9,good
11.0,1.09,1.33,58.2,0.381,158.5,402.0,1.00393,3.36,1.14,12.6,good
11.5,1.13,0.75,47.3,0.268,196.9,359.7,1.02604,3.03,0.64,12.0,good
6.5,1.24,0.64,55.7,0.32,202.8,374.2,1.01079,3.25,0.93,12.4,good
11.0,0.94,1.1,40.4,0.249,163.3,270.0,1.01477,3.17,1.59,10.5,good
8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,bad
10.6,1.11,1.03,42.3,0.29,172.2,355.8,1.02559,3.1,1.12,13.1,bad
7.2,0.34,0.21,2.5,0.075,41.0,68.0,0.99586,3.37,0.54,10.1,bad
5.9,0.29,0.25,12.0,0.057,48.0,224.0,0.9981,3.23,0.41,9.0,bad
10.2,0.8,0.47,28.4,0.117,240.9,208.4,1.01217,3.14,1.28,10.2,good
6.0,0.27,0.32,3.6,0.035,36.0,133.0,0.99215,3.23,0.46,10.8,bad
13.3,1.23,0.94,43.2,0.264,243.9,301.1,1.01779,2.97,1.38,10.8,bad
8.2,1.11,0.85,38.0,0.176,171.1,334.2,1.01009,3.28,1.11,12.5,good
14.0,0.92,0.75,29.6,0.219,253.5,127.0,1.01959,3.09,0.96,11.7,bad
11.5,1.22,1.09,58.7,0.415,168.6,278.2,1.01043,3.55,0.65,9.2,bad
14.3,0.93,0.89,35.0,0.193,195.1,273.5,1.01214,2.86,1.59,11.2,good
10.6,1.24,1.28,42.7,0.239,133.1,226.0,1.0098,2.9,1.45,11.7,bad
9.7,0.85,0.85,50.2,0.34,157.4,336.3,1.02075,3.14,0.94,11.7,good
12.9,1.04,1.04,48.4,0.384,174.8,203.8,1.02206,2.94,1.0,12.2,bad
6.8,0.15,0.33,4.7,0.059,31.0,118.0,0.9956,3.43,0.39,9.0,good
12.4,1.17,0.94,26.9,0.196,212.7,334.1,1.02363,2.94,1.17,12.6,good
13.1,1.18,1.05,32.5,0.247,264.0,334.8,1.01577,3.05,1.37,12.2,bad
7.0,0.745,0.12,1.8,0.114,15.0,64.0,0.99588,3.22,0.59,9.5,bad
7.7,0.32,0.48,2.3,0.04,28.0,114.0,0.9911,3.2,0.52,12.8,good
12.1,0.78,1.24,51.6,0.21,90.4,367.1,1.01201,3.34,1.2,12.8,bad
6.8,0.24,0.37,7.45,0.043,59.0,188.0,0.99579,3.2,0.5,9.4,bad
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,bad
10.2,1.35,1.46,31.8,0.225,140.4,94.8,1.02001,3.11,1.05,11.3,bad
11.9,0.85,1.23,41.9,0.237,179.2,321.8,1.0196,3.24,1.28,10.7,bad
9.8,0.93,0.92,24.5,0.279,237.4,307.0,1.03302,3.15,1.52,10.7,good
7.1,0.3,0.46,1.5,0.066,29.0,133.0,0.9906,3.12,0.54,12.7,bad
12.0,0.52,1.08,57.8,0.268,159.4,354.3,1.0225,3.0,1.22,11.7,good
7.1,1.21,1.23,24.3,0.176,213.9,213.5,1.02161,3.13,1.23,11.8,good
5.8,0.28,0.34,2.2,0.037,24.0,125.0,0.98986,3.36,0.33,12.8,good
8.1,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,good
8.9,1.23,1.34,54.2,0.332,168.0,311.3,1.01711,2.94,1.43,12.0,bad
7.9,0.19,0.45,1.5,0.045,17.0,96.0,0.9917,3.13,0.39,11.0,bad
9.1,0.88,0.71,43.4,0.289,93.2,254.1,1.02407,3.28,1.16,12.7,good
7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,bad
8.3,1.03,0.46,36.3,0.216,172.4,202.8,1.01811,3.11,1.35,13.5,bad
14.5,0.89,0.43,37.8,0.379,143.1,219.6,1.01018,2.97,0.86,11.5,bad
13.5,0.9,0.69,31.3,0.109,235.4,354.8,1.01034,3.06,1.23,10.2,bad
8.0,0.89,1.15,41.0,0.293,124.5,178.9,1.01734,3.25,1.12,12.6,good
12.7,1.22,1.27,40.9,0.301,198.1,182.1,1.01991,3.29,0.78,9.3,bad
11.5,0.7,1.0,51.6,0.424,112.1,359.9,1.02194,3.0,1.39,11.0,good
12.9,0.97,1.08,57.0,0.261,239.6,236.5,1.01179,2.94,1.75,9.8,bad
10.8,0.5,0.76,38.5,0.317,210.3,215.8,1.01131,3.36,1.22,12.3,good
12.0,1.12,0.96,33.3,0.236,161.7,171.3,1.00913,3.16,1.3,11.1,bad
11.0,0.82,0.73,42.6,0.259,137.5,143.6,1.02071,3.2,1.65,12.2,good
6.3,0.25,0.23,14.9,0.039,47.0,142.0,0.99705,3.14,0.35,9.7,bad
10.5,1.02,1.27,31.8,0.165,195.3,394.2,1.00302,3.37,1.01,11.3,good
10.9,1.08,0.94,31.4,0.239,202.4,361.2,1.00782,3.02,1.46,12.1,good
11.8,1.15,1.19,39.5,0.183,192.9,385.4,1.01885,3.06,1.58,13.4,bad
9.8,1.04,1.28,29.1,0.416,163.9,246.0,1.02225,3.08,1.41,10.6,good
6.9,0.19,0.49,6.6,0.036,49.0,172.0,0.9932,3.2,0.27,11.5,bad
6.5,0.26,0.34,1.4,0.04,25.0,184.0,0.99216,3.29,0.46,10.7,bad
8.8,1.24,0.99,51.0,0.19,161.7,249.7,1.01084,3.12,1.66,10.5,bad
12.5,0.51,1.18,47.5,0.277,173.8,329.9,1.00602,3.56,1.39,11.5,good
10.4,1.05,1.17,30.8,0.288,217.3,255.1,1.01774,2.89,1.55,12.1,bad
11.5,0.85,1.29,49.5,0.351,191.4,228.1,1.01451,3.26,0.73,11.9,good
6.3,0.29,0.3,8.1,0.212,60.0,150.0,0.9958,3.1,0.4,9.3,bad
11.6,0.85,0.67,55.3,0.331,229.6,151.9,1.01153,3.16,0.8,10.7,bad
14.0,1.26,0.62,50.5,0.323,136.3,336.2,1.01658,2.91,1.14,11.6,good
9.4,0.685,0.26,2.4,0.082,23.0,143.0,0.9978,3.28,0.55,9.4,bad
11.5,1.05,0.76,40.3,0.306,178.9,344.4,1.00441,3.55,1.53,12.7,good
7.1,0.14,0.4,1.2,0.051,55.0,136.0,0.9932,3.3,0.96,9.8,good
7.9,0.18,0.36,5.9,0.058,31.0,132.0,0.995,3.25,0.52,10.9,bad
12.9,0.77,1.09,51.6,0.142,105.1,416.8,1.02263,2.94,1.09,12.4,bad
7.4,0.33,0.44,7.6,0.05,40.0,227.0,0.99679,3.12,0.52,9.0,bad
10.7,0.7,1.2,55.6,0.247,131.8,378.4,1.02677,2.88,1.3,12.8,good
7.3,0.53,1.16,25.9,0.252,192.0,259.9,1.0153,3.54,1.34,12.9,bad
8.3,1.08,1.19,51.1,0.301,114.8,155.6,1.02947,3.11,1.52,11.5,good
6.8,0.26,0.29,16.95,0.056,48.0,179.0,0.9998,3.45,0.4,9.6,bad
12.9,1.04,0.94,33.5,0.24,211.8,362.9,1.0241,3.11,1.77,11.7,bad
8.1,1.3,0.83,46.8,0.133,170.6,332.0,1.01552,2.99,1.52,12.2,good
6.4,0.35,0.51,7.8,0.055,53.0,177.0,0.99502,3.12,0.45,9.6,bad
7.7,0.63,1.2,37.0,0.25,90.6,261.0,1.02349,3.21,0.62,13.6,good
9.4,0.96,0.77,37.4,0.238,197.2,185.7,1.02844,2.84,1.28,11.6,bad
8.9,0.27,0.28,0.8,0.024,29.0,128.0,0.98984,3.01,0.35,12.4,bad
6.7,0.21,0.49,1.4,0.047,30.0,114.0,0.9914,2.92,0.42,10.8,good
12.0,1.08,0.82,45.9,0.071,241.3,218.1,1.01221,2.98,1.45,10.3,good
9.5,0.37,0.52,2.0,0.088,12.0,51.0,0.99613,3.29,0.58,11.1,bad
14.5,1.28,1.0,54.1,0.239,194.5,184.3,1.00308,3.04,1.09,9.9,good
9.8,1.35,1.14,55.7,0.347,212.7,275.1,1.02713,3.1,1.01,11.5,good
9.2,0.81,0.39,39.5,0.21,181.0,130.2,1.01769,2.91,1.07,11.8,bad
8.6,0.46,1.25,41.1,0.253,157.8,273.7,1.01634,3.1,0.99,10.6,good
7.0,0.19,0.33,6.3,0.032,42.0,127.0,0.99182,3.31,0.38,12.2,bad
11.6,0.41,0.58,2.8,0.096,25.0,101.0,1.00024,3.13,0.53,10.0,bad
10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,12.5,bad
8.7,0.81,1.24,42.5,0.148,104.9,348.5,1.00275,3.38,1.31,12.3,bad
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,bad
11.8,1.08,1.18,47.5,0.197,225.8,319.1,1.01527,2.89,1.45,12.7,good
11.3,0.74,0.94,44.2,0.228,152.4,190.5,1.01527,3.2,1.73,11.7,bad
3.9,0.225,0.4,4.2,0.03,29.0,118.0,0.989,3.57,0.36,12.8,good
9.0,1.07,1.21,50.8,0.359,195.9,264.5,1.01014,3.16,1.66,12.2,good
